PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P780
Station name, Cerrillos_PR2008
Begin Date, 2008-05-27
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P780.pbo.nam08.pos
Offset from source file, 22.92 mm North, 57.28 mm East, 3.96 mm Vertical
Reference position, 18.0750256874 North Latitude, -66.5791345794 East Longitude, 154.08664 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-10-03,35.63, 90.62, 10.93, 1.98, 2.45, 9.39, rern6,
2013-10-04,34.91, 92.15, 11.61, 1.84, 2.24, 8.68, rern6,
2013-10-05,36.99, 97.26, -3.29, 1.91, 2.24, 8.97, rern6,
2013-10-06,39.14, 93.52, 2.22, 1.67, 2, 7.93, rern6,
2013-10-07,39.27, 94.25, -1.84, 1.81, 2.11, 8.55, rern6,
2013-10-08,36.78, 93.82, 5.63, 1.74, 2.08, 8.27, rern6,
2013-10-09,36.64, 93.77, 12.22, 1.71, 2.08, 8.19, rern6,
2013-10-10,38.49, 90.84, 0.67, 1.75, 2.19, 8.24, rern6,
2013-10-11,33.23, 95.11, 5.07, 2.09, 2.5, 9.82, rern6,
2013-10-12,36.05, 95.67, -7.19, 1.87, 2.24, 8.91, rern6,
2013-10-13,36.78, 91.59, -5.45, 1.95, 2.37, 9.3, rern6,
2013-10-14,37.46, 94.21, 2.20, 1.82, 2.14, 8.56, rern6,
2013-10-15,37.83, 92.08, 1.20, 1.69, 2.1, 8.18, rern6,
2013-10-16,39.92, 94.65, 10.82, 1.88, 2.2, 8.95, rern6,
2013-10-17,38.66, 94.52, 9.20, 1.72, 2.06, 8.17, rern6,
2013-10-18,38.32, 95.59, 1.91, 1.5, 1.81, 7.14, rern6,
2013-10-19,37.11, 94.92, 9.41, 1.9, 2.34, 9.13, rern6,
2013-10-20,37.39, 92.63, 10.51, 2.12, 2.5, 9.9, rern6,
2013-10-21,38.50, 94.95, 5.87, 2.04, 2.54, 9.64, rern6,
2013-10-22,34.40, 96.02, 4.17, 2.07, 2.41, 9.68, rern6,
2013-10-23,35.56, 97.22, -5.21, 1.94, 2.31, 9.23, rern6,
2013-10-24,40.39, 99.02, -0.47, 1.99, 2.4, 9.53, rern6,
2013-10-25,36.68, 98.48, -4.56, 1.96, 2.42, 9.36, rern6,
2013-10-26,37.72, 97.00, -0.43, 1.8, 2.09, 8.48, rern6,
2013-10-27,31.49, 95.02, -8.67, 2.06, 2.46, 9.97, rern6,
2013-10-28,38.46, 95.76, 7.71, 1.94, 2.42, 9.18, rern6,
2013-10-29,37.23, 96.60, -2.74, 1.95, 2.28, 9.09, rern6,
2013-10-30,36.09, 93.67, -1.80, 1.83, 2.17, 8.51, rern6,
2013-10-31,38.54, 93.36, -8.13, 1.73, 2.04, 8.16, rern6,
2013-11-01,36.97, 94.32, 6.36, 1.69, 1.96, 8.11, rern6,
2013-11-02,36.92, 94.07, 2.37, 1.59, 1.94, 7.56, rern6,
2013-11-03,37.32, 94.92, 2.66, 1.81, 2.22, 8.46, rern6,
2013-11-04,38.26, 96.10, 0.25, 1.66, 2.06, 7.88, rern6,
2013-11-05,37.59, 96.73, 3.84, 1.69, 2.13, 8.04, rern6,
2013-11-06,35.00, 93.50, 6.24, 1.76, 2.12, 8.35, rern6,
2013-11-07,36.16, 97.39, -1.09, 1.67, 2.06, 7.82, rern6,
2013-11-08,37.18, 95.97, 2.52, 1.71, 2.08, 8.07, rern6,
2013-11-09,36.84, 95.54, -8.48, 2.21, 2.74, 10.36, rern6,
2013-11-10,35.82, 97.37, -16.06, 1.86, 2.31, 8.83, rern6,
2013-11-11,35.15, 97.01, -12.93, 1.91, 2.23, 9.11, rern6,
2013-11-12,36.43, 97.38, -2.40, 1.7, 2, 8.04, rern6,
2013-11-13,37.09, 97.65, -3.66, 1.86, 2.2, 8.85, rern6,
2013-11-14,35.78, 96.49, -7.79, 1.69, 2.05, 8.04, rern6,
2013-11-15,35.20, 97.98, -2.98, 1.83, 2.17, 8.62, rern6,
2013-11-16,38.99, 95.54, -9.08, 1.8, 2.15, 8.58, rern6,
2013-11-17,35.54, 94.81, 11.04, 1.86, 2.15, 8.82, rern6,
2013-11-18,38.18, 98.18, 8.39, 1.71, 1.99, 8.1, rern6,
2013-11-19,36.37, 94.53, -4.63, 1.8, 2.15, 8.64, rern6,
2013-11-20,37.83, 96.40, -14.86, 2.85, 3.16, 13.56, rern6,
2013-11-21,35.95, 98.30, -13.88, 2.04, 2.52, 9.56, rern6,
2013-11-22,37.75, 98.35, -8.10, 1.96, 2.28, 9.24, rern6,
2013-11-23,32.12, 97.77, -12.11, 1.56, 1.85, 7.27, rern6,
2013-11-24,32.60, 98.99, -19.96, 1.94, 2.36, 9.14, rern6,
2013-11-25,34.77, 98.65, -7.11, 1.77, 2.12, 7.96, rern6,
2013-11-26,35.71, 101.12, -12.95, 1.84, 2.12, 8.56, rern6,
2013-11-27,35.36, 97.70, -12.61, 1.97, 2.25, 9.3, rern6,
2013-11-28,33.96, 97.73, -9.40, 1.76, 2.07, 8.22, rern6,
2013-11-29,35.16, 97.82, -11.19, 1.78, 2.08, 8.35, rern6,
2013-11-30,36.43, 96.17, -15.02, 1.81, 2.23, 8.53, rern6,
2013-12-01,34.88, 97.82, 1.48, 1.66, 2, 7.72, rern6,
2013-12-02,36.27, 94.56, -6.79, 15.55, 6.64, 21.63, rern6,
2013-12-03,34.11, 97.57, -2.10, 1.81, 2.16, 8.5, rern6,
2013-12-04,34.61, 96.91, -12.07, 1.74, 2.09, 8.1, rern6,
2013-12-05,36.34, 98.11, -7.99, 1.81, 2.15, 8.48, rern6,
2013-12-06,33.67, 99.93, -8.35, 1.59, 1.9, 7.37, rern6,
2013-12-07,33.62, 99.58, -9.29, 1.93, 2.3, 9.13, rern6,
2013-12-08,38.76, 100.90, -5.90, 1.89, 2.24, 8.86, rern6,
2013-12-09,38.76, 100.92, -14.18, 1.66, 1.94, 7.69, rern6,
2013-12-10,37.36, 100.33, -4.52, 1.83, 2.07, 8.4, rern6,
2013-12-11,33.81, 97.86, -14.35, 1.91, 2.25, 8.86, rern6,
2013-12-12,36.13, 98.31, -12.77, 1.89, 2.13, 8.62, rern6,
2013-12-13,36.50, 100.00, 1.36, 1.67, 1.98, 7.79, rern6,
2013-12-14,36.97, 100.40, -11.65, 1.78, 2.08, 8.32, rern6,
2013-12-15,37.12, 99.22, -1.09, 1.91, 2.22, 8.91, rern6,
2013-12-16,35.14, 102.26, 0.48, 2.15, 2.46, 10.1, rern6,
2013-12-17,36.48, 99.61, -12.18, 1.94, 2.22, 9.08, rern6,
2013-12-18,35.53, 94.93, -11.06, 1.83, 2.16, 8.55, rern6,
2013-12-19,38.43, 97.50, -4.77, 1.79, 2.04, 8.38, rern6,
2013-12-20,39.06, 99.90, -18.09, 1.88, 2.21, 8.76, rern6,
2013-12-21,38.56, 100.17, -18.13, 2, 2.28, 9.47, rern6,
2013-12-22,38.94, 104.67, -17.38, 2.04, 2.29, 9.6, rern6,
2013-12-23,41.63, 100.21, -16.66, 1.91, 2.16, 8.91, rern6,
2013-12-24,36.97, 96.76, -7.06, 1.82, 2.08, 8.52, rern6,
2013-12-25,37.26, 98.39, -0.79, 1.39, 1.63, 6.52, rern6,
2013-12-26,35.97, 96.47, -5.70, 1.77, 1.99, 8.25, rern6,
2013-12-27,35.47, 97.18, -3.39, 1.74, 1.98, 8.09, rern6,
2013-12-28,37.34, 98.23, -4.39, 1.68, 2.05, 7.91, rern6,
2013-12-29,36.57, 98.37, -9.52, 1.76, 2.01, 8.2, rern6,
2013-12-30,37.09, 97.30, 2.65, 1.58, 1.85, 7.39, rern6,
2013-12-31,33.68, 96.40, -18.31, 1.77, 2.07, 8.33, rern6,
2014-01-01,35.93, 98.67, -4.07, 2.01, 2.22, 9.27, rern6,
2014-01-02,36.59, 101.62, -5.00, 1.82, 2.09, 8.5, rern6,
2014-01-03,34.62, 97.45, 3.69, 1.57, 1.83, 7.32, rern6,
2014-01-04,38.78, 100.71, -2.68, 1.8, 2.07, 8.39, rern6,
2014-01-05,40.21, 98.09, 6.88, 1.86, 2.18, 8.75, rern6,
2014-01-06,38.40, 100.13, -5.42, 1.75, 2, 8.13, rern6,
2014-01-07,38.85, 100.14, -6.84, 1.6, 1.88, 7.54, rern6,
2014-01-08,39.58, 101.10, -6.76, 1.65, 1.94, 7.71, rern6,
2014-01-09,37.76, 100.69, -8.49, 1.9, 2.16, 9.06, rern6,
2014-01-10,38.93, 100.40, 0.72, 1.81, 2.07, 8.62, rern6,
2014-01-11,38.88, 101.67, -6.50, 1.88, 2.16, 8.86, rern6,
2014-01-12,37.39, 98.84, 0.64, 1.82, 2.14, 8.71, rern6,
2014-01-13,37.15, 98.63, -5.73, 1.63, 1.9, 7.74, rern6,
2014-01-14,39.32, 100.26, -1.47, 1.73, 1.99, 8.17, rern6,
2014-01-15,36.68, 99.70, 3.54, 1.43, 1.7, 6.79, rern6,
2014-01-16,37.88, 100.97, 10.00, 1.77, 2.1, 8.43, rern6,
2014-01-17,37.92, 99.73, 5.61, 1.62, 1.89, 7.62, rern6,
2014-01-18,37.73, 99.87, 10.65, 1.52, 1.83, 7.23, rern6,
2014-01-19,36.84, 98.99, 5.13, 2.02, 2.29, 9.59, rern6,
2014-01-20,37.31, 99.08, 15.63, 1.73, 2.08, 8.17, rern6,
2014-01-21,37.31, 100.69, 3.02, 1.69, 2, 8.08, rern6,
2014-01-22,38.13, 99.16, 2.24, 1.56, 1.82, 7.34, rern6,
2014-01-23,36.28, 102.70, 2.77, 1.83, 2.16, 8.7, rern6,
2014-01-24,39.10, 102.10, -2.75, 1.79, 2.15, 8.6, rern6,
2014-01-25,37.65, 102.27, -2.12, 1.74, 2.04, 8.27, rern6,
2014-01-26,38.81, 98.44, 0.71, 1.67, 1.98, 7.9, rern6,
2014-01-27,37.20, 100.96, 4.28, 1.73, 2.03, 8.17, rern6,
2014-01-28,36.22, 101.94, 1.23, 1.74, 2.01, 8.34, rern6,
2014-01-29,37.03, 102.66, -6.17, 1.63, 1.89, 7.74, rern6,
2014-01-30,38.09, 100.21, 7.39, 1.89, 2.1, 8.86, rern6,
2014-01-31,38.18, 102.89, -5.87, 1.77, 1.98, 8.4, rern6,
2014-02-01,39.70, 102.95, 2.87, 1.95, 2.26, 9.23, rern6,
2014-02-02,35.69, 104.38, 0.48, 1.79, 2.05, 8.28, rern6,
2014-02-03,37.03, 102.67, 0.78, 1.75, 2, 8.19, rern6,
2014-02-04,36.51, 103.01, 3.29, 1.81, 2.11, 8.58, rern6,
2014-02-05,39.23, 102.31, 8.22, 1.8, 2.09, 8.53, rern6,
2014-02-06,36.20, 104.17, -2.13, 1.84, 2.16, 8.7, rern6,
2014-02-07,38.15, 99.52, -1.43, 1.83, 2.1, 8.57, rern6,
2014-02-08,37.01, 101.00, -8.07, 1.73, 2.01, 8.15, rern6,
2014-02-09,36.31, 101.63, -0.90, 1.41, 1.67, 6.74, rern6,
2014-02-10,37.58, 101.02, -3.24, 1.51, 1.81, 7.27, rern6,
2014-02-11,37.09, 100.91, -9.80, 1.54, 1.82, 7.39, rern6,
2014-02-12,37.16, 101.31, 6.71, 1.94, 2.23, 9.27, rern6,
2014-02-13,36.90, 101.40, -4.33, 1.65, 1.99, 7.95, rern6,
2014-02-14,37.03, 100.68, -3.34, 2.03, 2.49, 9.69, rern6,
2014-02-15,37.60, 103.71, -0.89, 1.73, 2.05, 8.35, rern6,
2014-02-16,38.36, 100.67, -4.40, 1.67, 2.02, 8.07, rern6,
2014-02-17,38.00, 101.37, 5.89, 1.52, 1.87, 7.41, rern6,
2014-02-18,37.51, 99.95, 2.37, 1.75, 2.05, 8.36, rern6,
2014-02-19,38.55, 102.17, -4.68, 1.63, 1.95, 7.84, rern6,
2014-02-20,40.42, 103.44, -6.69, 1.76, 2.07, 8.44, rern6,
2014-02-21,39.31, 104.40, -6.02, 1.78, 2.15, 8.59, rern6,
2014-02-22,40.54, 103.52, -0.97, 1.82, 2.13, 8.76, rern6,
2014-02-23,38.05, 101.65, 2.84, 1.81, 2.13, 8.67, rern6,
2014-02-24,37.98, 101.61, -2.65, 1.62, 1.91, 7.8, rern6,
2014-02-25,36.54, 102.69, -2.48, 1.74, 2.07, 8.47, rern6,
2014-02-26,38.74, 101.56, -0.01, 1.68, 1.96, 8.14, rern6,
2014-02-27,38.74, 99.17, 6.37, 1.77, 2.08, 8.52, rern6,
2014-02-28,38.80, 99.25, -0.15, 1.74, 2.03, 8.25, rern6,
2014-03-01,37.02, 100.19, 0.80, 1.51, 1.75, 7.14, rern6,
2014-03-02,37.92, 102.79, -3.25, 1.62, 1.94, 7.84, rern6,
2014-03-03,38.13, 100.10, 13.02, 1.94, 2.31, 8.84, rern6,
2014-03-04,38.24, 101.82, -2.90, 1.91, 2.23, 9.12, rern6,
2014-03-05,36.35, 100.90, -7.95, 1.79, 2.15, 8.63, rern6,
2014-03-06,38.78, 102.50, -0.75, 1.56, 1.81, 7.41, rern6,
2014-03-07,36.58, 100.06, 2.22, 2.23, 3.01, 10.01, rern6,
2014-03-10,38.66, 98.75, 7.94, 3.19, 3.67, 16.13, rern6,
2014-03-11,39.27, 100.51, -4.00, 1.63, 1.95, 7.81, rern6,
2014-03-12,38.54, 102.90, 9.21, 1.89, 2.33, 9.1, rern6,
2014-03-13,39.00, 100.86, 7.23, 1.93, 2.22, 9.13, rern6,
2014-03-14,38.43, 106.22, 10.44, 2.52, 3.03, 11.79, rern6,
2014-03-15,39.20, 101.33, -1.92, 3.59, 4.6, 15.31, rern6,
2014-03-20,36.27, 104.35, 4.15, 3.29, 3.75, 17.34, rern6,
2014-03-21,40.13, 103.86, -0.64, 1.66, 1.94, 8.01, rern6,
2014-03-22,39.78, 101.76, -6.65, 1.73, 2.01, 8.39, rern6,
2014-03-23,39.47, 102.52, -7.79, 1.7, 2.02, 8.1, suppf,
2014-03-24,38.50, 102.37, -0.44, 1.5, 1.78, 7.15, suppf,
2014-03-25,42.19, 101.72, -2.82, 1.57, 1.85, 7.47, suppf,
2014-03-26,39.96, 103.04, -3.33, 1.43, 1.68, 6.83, suppf,
2014-03-27,41.67, 104.34, -9.28, 2.44, 3.23, 11.27, suppf,
2014-03-31,36.64, 109.53, -14.06, 9.37, 10.68, 47.32, suppf,
2014-04-01,42.91, 102.04, -0.66, 2.91, 3.63, 14.03, suppf,
2014-04-02,37.76, 109.47, 11.73, 2.89, 3.64, 13.4, suppf,
2014-04-03,37.43, 104.99, 10.26, 2.63, 3.27, 12.33, suppf,
2014-04-04,40.19, 103.22, 1.88, 2.66, 3.3, 12.13, suppf,
2014-04-05,40.14, 108.10, -8.33, 6.73, 15.4, 29.47, suppf,
2014-04-07,38.79, 101.81, -3.08, 3.05, 3.66, 15.38, suppf,
2014-04-08,40.97, 102.54, -6.63, 1.55, 1.87, 7.46, suppf,
2014-04-09,43.72, 99.66, 6.49, 1.83, 2.24, 8.86, suppf,
2014-04-10,38.90, 102.51, -5.17, 1.68, 2.1, 8.11, suppf,
2014-04-11,38.79, 102.75, -4.82, 1.48, 1.84, 7.1, suppf,
2014-04-12,38.71, 102.58, -3.65, 1.48, 1.79, 7.08, suppf,
2014-04-13,40.09, 102.43, -1.33, 1.68, 2.01, 8.1, suppf,
2014-04-14,39.59, 103.53, 8.93, 1.77, 2.09, 8.57, suppf,
2014-04-15,42.95, 103.97, -0.08, 1.82, 2.21, 8.54, suppf,
2014-04-16,37.75, 102.33, -6.58, 1.92, 2.35, 9.13, suppf,
2014-04-17,41.30, 104.16, 6.28, 1.8, 2.27, 8.58, suppf,
2014-04-18,40.61, 104.37, 4.59, 1.62, 1.95, 7.73, suppf,
2014-04-19,39.74, 103.49, 9.40, 1.78, 2.18, 8.53, suppf,
2014-04-20,40.25, 102.33, 9.97, 1.69, 2.06, 8.01, suppf,
2014-04-21,39.59, 102.90, 0.63, 1.8, 2.16, 8.56, suppf,
2014-04-22,39.22, 104.95, -0.59, 1.94, 2.29, 9.31, suppf,
2014-04-23,39.74, 104.41, 5.35, 1.85, 2.2, 8.87, suppf,
2014-04-24,40.62, 101.87, -0.33, 1.7, 2.05, 8.08, suppf,
2014-04-25,41.78, 103.57, 5.41, 1.6, 1.92, 7.63, suppf,
2014-04-26,41.18, 104.92, -0.43, 1.64, 1.94, 7.72, suppf,
2014-04-27,40.69, 103.50, 6.12, 1.71, 2.03, 8.11, suppf,
2014-04-28,36.30, 105.48, 4.39, 1.81, 2.22, 8.63, suppf,
2014-04-29,40.86, 102.53, 5.44, 1.67, 2, 7.94, suppf,
2014-04-30,41.96, 105.91, 6.33, 1.87, 2.31, 8.84, suppf,
2014-05-01,41.24, 106.93, 1.33, 1.68, 2, 7.92, suppf,
2014-05-02,40.19, 106.02, 1.98, 1.62, 1.93, 7.65, suppf,
2014-05-03,36.16, 106.89, -10.60, 2.16, 2.63, 10.13, suppf,
2014-05-04,39.32, 102.66, 2.46, 1.65, 1.97, 7.78, suppf,
2014-05-05,41.56, 103.10, -5.36, 2.16, 2.45, 9.97, suppf,
2014-05-06,43.86, 105.83, 10.36, 2.11, 2.53, 9.95, suppf,
2014-05-07,37.77, 102.24, 9.20, 1.76, 2.11, 8.27, suppf,
2014-05-08,40.12, 106.21, 4.11, 1.54, 1.9, 7.26, suppf,
2014-05-09,42.86, 106.97, -9.64, 1.72, 2.08, 8.13, suppf,
2014-05-10,41.10, 108.87, 5.87, 1.82, 2.11, 8.65, suppf,
2014-05-11,39.45, 103.78, -7.46, 1.79, 2.1, 8.47, suppf,
2014-05-12,39.30, 107.97, -3.20, 1.96, 2.38, 9.43, suppf,
2014-05-13,40.65, 106.49, -3.93, 1.56, 2.17, 7.32, suppf,
2014-05-14,41.80, 105.09, -3.06, 1.76, 2.49, 8.22, suppf,
2014-05-15,42.00, 104.13, -3.09, 1.71, 2.05, 8.22, suppf,
2014-05-16,38.32, 105.97, 1.13, 1.73, 2.08, 8.16, suppf,
2014-05-17,41.44, 106.85, -3.10, 1.71, 2.47, 8.11, suppf,
2014-05-18,43.00, 106.18, -8.84, 1.9, 2.28, 9.17, suppf,
2014-05-19,37.16, 105.08, -3.56, 2.09, 2.52, 9.79, suppf,
2014-05-20,40.62, 104.78, 15.51, 1.99, 2.38, 9.63, suppf,
2014-05-21,42.97, 106.50, -10.79, 1.94, 2.3, 9.35, suppf,
2014-05-22,43.94, 105.54, -2.46, 1.75, 2.1, 8.46, suppf,
2014-05-23,40.84, 103.71, 0.20, 1.67, 1.99, 7.94, suppf,
2014-05-24,41.69, 105.71, 3.69, 1.73, 2.09, 8.35, suppf,
2014-05-25,40.60, 106.36, -2.62, 1.52, 1.86, 7.38, suppf,
2014-05-26,41.21, 105.49, 0.26, 1.62, 1.96, 7.82, suppf,
2014-05-27,40.92, 106.20, -6.36, 1.54, 1.85, 7.49, suppf,
2014-05-28,41.84, 104.42, 3.37, 1.75, 2.11, 8.45, suppf,
2014-05-29,38.50, 106.95, -7.25, 1.63, 1.95, 7.86, suppf,
2014-05-30,40.21, 106.37, -6.07, 1.7, 2.04, 8.12, suppf,
2014-05-31,41.43, 105.52, 6.47, 1.57, 1.88, 7.5, suppf,
2014-06-01,40.68, 105.31, -1.70, 1.62, 1.9, 7.77, suppf,
2014-06-02,39.43, 107.53, -7.25, 1.94, 2.37, 9.37, suppf,
2014-06-03,41.69, 106.32, -1.97, 1.68, 1.99, 8.06, suppf,
2014-06-04,41.54, 105.29, 4.03, 1.62, 1.92, 7.76, suppf,
2014-06-05,42.54, 105.18, -9.23, 1.7, 2.01, 8.12, suppf,
2014-06-06,42.73, 103.74, -5.72, 1.78, 2.1, 8.5, suppf,
2014-06-07,42.04, 106.13, 6.88, 1.73, 2.08, 8.26, suppf,
2014-06-08,39.82, 104.63, -0.43, 1.75, 2.07, 8.4, suppf,
2014-06-09,39.67, 106.09, 3.08, 1.68, 1.99, 7.97, suppf,
2014-06-10,39.56, 104.27, 6.22, 1.73, 2.03, 8.23, suppf,
2014-06-11,41.93, 104.66, 0.60, 1.68, 1.99, 8.01, suppf,
2014-06-12,40.07, 105.69, -8.30, 1.66, 1.98, 7.83, suppf,
2014-06-13,40.62, 102.88, 5.36, 1.74, 2.06, 8.22, suppf,
2014-06-14,40.35, 104.36, 6.33, 1.53, 1.82, 7.34, suppf,
2014-06-15,39.85, 103.88, -1.97, 1.59, 1.86, 7.67, suppf,
2014-06-16,42.03, 102.74, 3.66, 1.55, 1.83, 7.42, suppf,
2014-06-17,42.39, 102.78, 22.80, 1.69, 2.02, 7.94, suppf,
2014-06-18,38.79, 103.33, -0.76, 1.91, 2.33, 9.22, suppf,
2014-06-19,41.32, 105.92, -8.57, 1.64, 1.95, 7.85, suppf,
2014-06-20,38.28, 106.47, 5.49, 1.68, 2.02, 8.15, suppf,
2014-06-21,39.54, 105.21, 7.03, 1.72, 2.05, 8.33, suppf,
2014-06-22,40.45, 103.61, 11.62, 1.61, 1.94, 7.83, suppf,
2014-06-23,41.60, 103.98, -0.92, 1.69, 2.02, 8.15, suppf,
2014-06-24,41.29, 104.66, -3.23, 1.63, 1.97, 7.93, suppf,
2014-06-25,38.96, 103.46, 6.60, 1.65, 1.99, 8.09, suppf,
2014-06-26,41.34, 106.12, -2.19, 1.49, 1.81, 7.25, suppf,
2014-06-27,37.60, 106.74, -3.14, 1.57, 1.9, 7.55, suppf,
2014-06-28,39.41, 104.38, 0.79, 1.88, 2.22, 9.16, suppf,
2014-06-29,42.61, 104.90, -1.25, 1.73, 2.07, 8.35, suppf,
2014-06-30,39.13, 104.26, 17.12, 1.71, 2.06, 8.31, suppf,
2014-07-01,40.27, 105.61, 1.96, 1.63, 1.97, 7.79, suppf,
2014-07-02,42.19, 105.70, 6.44, 1.79, 2.12, 8.59, suppf,
2014-07-03,42.92, 106.24, -1.75, 1.87, 2.26, 9.09, suppf,
2014-07-04,40.85, 105.97, 7.50, 1.62, 1.96, 7.84, suppf,
2014-07-05,41.84, 106.89, 0.27, 2.07, 2.44, 9.86, suppf,
2014-07-06,41.57, 107.58, 4.39, 1.93, 2.41, 9.26, suppf,
2014-07-07,42.79, 105.58, 13.83, 1.49, 1.8, 7.22, suppf,
2014-07-08,41.27, 105.69, 7.24, 1.75, 2.12, 8.41, suppf,
2014-07-09,39.08, 108.00, -5.92, 1.93, 2.28, 9.36, suppf,
2014-07-10,39.40, 106.54, -4.95, 1.82, 2.15, 8.91, suppf,
2014-07-11,41.38, 104.44, 1.01, 1.89, 2.2, 9, suppf,
2014-07-12,36.38, 104.80, 13.56, 1.93, 2.26, 9.16, suppf,
2014-07-13,42.03, 105.55, 2.21, 2.06, 2.43, 9.8, suppf,
2014-07-14,38.28, 106.35, 9.09, 1.75, 2.09, 8.48, suppf,
2014-07-15,41.00, 105.81, 9.39, 1.67, 2.02, 8.09, suppf,
2014-07-16,44.32, 107.76, 9.46, 1.59, 1.94, 7.73, suppf,
2014-07-17,41.69, 105.75, 9.17, 1.84, 2.26, 8.9, suppf,
2014-07-18,41.35, 106.12, 15.61, 1.86, 2.22, 8.9, suppf,
2014-07-19,39.29, 108.17, 2.57, 1.92, 2.28, 9.33, suppf,
2014-07-20,42.99, 105.60, 5.49, 1.59, 1.93, 7.64, suppf,
2014-07-21,41.69, 107.03, 18.57, 2.35, 2.62, 10.91, suppf,
2014-07-22,43.46, 108.61, 1.91, 1.69, 2.04, 8.12, suppf,
2014-07-23,41.09, 108.01, 1.80, 1.61, 1.9, 7.73, suppf,
2014-07-24,44.99, 108.39, 10.07, 1.6, 1.92, 7.66, suppf,
2014-07-25,43.24, 104.67, 12.55, 1.61, 1.94, 7.72, suppf,
2014-07-26,42.45, 110.48, -4.49, 1.69, 2.03, 8.09, suppf,
2014-07-27,43.04, 106.99, 11.46, 1.73, 2.1, 8.29, suppf,
2014-07-28,41.70, 108.90, 25.42, 1.94, 2.46, 9.31, suppf,
2014-07-29,43.02, 106.44, 5.41, 1.63, 1.97, 7.83, suppf,
2014-07-30,41.37, 106.34, -0.14, 2.19, 2.44, 10.53, suppf,
2014-07-31,44.58, 105.03, 7.34, 1.53, 1.84, 7.24, suppf,
2014-08-01,45.42, 104.49, 6.32, 1.77, 2.12, 8.44, suppf,
2014-08-02,41.79, 108.91, 8.48, 2.08, 2.48, 10.03, suppf,
2014-08-03,43.22, 108.62, -5.58, 1.96, 2.34, 9.33, suppf,
2014-08-04,44.47, 111.83, -8.29, 1.7, 2.04, 8.09, suppf,
2014-08-05,44.43, 109.74, -2.35, 1.77, 2.12, 8.42, suppf,
2014-08-06,43.16, 106.73, -3.89, 1.77, 2.12, 8.39, suppf,
2014-08-07,43.68, 107.96, -7.04, 1.67, 2.01, 7.92, suppf,
2014-08-08,42.53, 109.46, -17.05, 1.89, 2.32, 8.92, suppf,
2014-08-09,36.96, 111.04, -0.85, 1.93, 2.3, 9.21, suppf,
2014-08-10,43.40, 107.32, -3.59, 1.71, 2.08, 8.15, suppf,
2014-08-11,42.87, 107.15, 3.88, 1.92, 2.34, 9.19, suppf,
2014-08-12,44.14, 107.28, -1.60, 1.7, 2.04, 8.24, suppf,
2014-08-13,41.75, 107.69, -3.00, 1.68, 2.04, 8.01, suppf,
2014-08-14,44.93, 109.67, 7.85, 1.74, 2.13, 8.38, suppf,
2014-08-15,47.18, 109.05, -17.10, 1.78, 2.13, 8.44, suppf,
2014-08-16,45.61, 109.35, -3.35, 1.68, 2.01, 8.06, suppf,
2014-08-17,44.38, 106.12, 14.87, 1.71, 2.07, 8.22, suppf,
2014-08-18,43.77, 101.74, 6.52, 1.67, 2.04, 8.02, suppf,
2014-08-19,44.47, 100.67, 8.45, 2.11, 2.54, 10.09, suppf,
2014-08-20,42.56, 110.37, 0.33, 1.9, 2.38, 8.96, suppf,
2014-08-21,46.81, 111.70, -8.96, 1.81, 2.23, 8.72, suppf,
2014-08-22,45.14, 105.54, -1.79, 1.69, 2.11, 8.15, suppf,
2014-08-23,42.97, 104.40, 7.63, 1.98, 2.41, 9.45, suppf,
2014-08-24,43.22, 105.82, 33.24, 1.92, 2.37, 9.19, suppf,
2014-08-25,46.44, 105.22, 10.38, 1.87, 2.31, 9.01, suppf,
2014-08-26,45.12, 106.72, 23.45, 1.92, 2.43, 9.19, suppf,
2014-08-27,47.24, 108.97, 2.81, 1.56, 1.93, 7.46, suppf,
2014-08-28,45.97, 107.87, 11.26, 1.77, 2.19, 8.48, suppf,
2014-08-29,44.92, 103.11, 21.57, 2.06, 2.57, 9.97, suppf,
2014-08-30,43.13, 106.94, -2.57, 1.88, 2.32, 9.02, suppf,
2014-08-31,44.62, 109.38, 1.52, 1.89, 2.48, 9.15, suppf,
2014-09-01,42.04, 106.09, -5.40, 1.96, 2.38, 9.31, suppf,
2014-09-02,44.90, 106.36, 14.90, 1.77, 2.23, 8.55, suppf,
2014-09-03,43.92, 108.59, 6.49, 1.49, 1.88, 7.2, suppf,
2014-09-04,44.43, 107.90, 13.34, 1.86, 2.3, 8.92, suppf,
2014-09-05,44.77, 109.19, -0.49, 1.69, 2.12, 8.15, suppf,
2014-09-06,42.40, 107.05, -6.65, 1.81, 2.31, 8.65, suppf,
2014-09-07,42.12, 108.16, 6.34, 1.53, 1.92, 7.28, suppf,
2014-09-08,42.30, 106.18, 4.90, 1.5, 1.9, 7.13, suppf,
2014-09-09,42.48, 106.75, 6.31, 2.03, 2.5, 9.48, suppf,
2014-09-10,41.79, 110.11, 3.34, 1.89, 2.4, 9.03, suppf,
2014-09-11,39.59, 107.97, 7.83, 1.9, 2.37, 8.9, suppf,
2014-09-12,41.85, 109.36, -0.17, 1.67, 2.09, 8.04, suppf,
